小区名,地址,建造年限
华诺国际三区,王府井,2室1厅 | 89.04平米 | 东北 | 精装 | 低楼层(共22层)  | 塔楼
新东豪园二区,安汉广场,2室1厅 | 81平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合
蝶院,江东大道,2室2厅 | 74平米 | 东南 | 简装 | 低楼层(共28层)  | 塔楼
华诺国际一区,王府井,2室2厅 | 88平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 97平米 | 西南 | 精装 | 低楼层(共33层)  | 板塔结合
御景江山（玉景江山）,安汉广场,车位 | 33.58平米 | 东北  | 暂无数据
华诺国际三区,王府井,2室2厅 | 89.6平米 | 东 | 精装 | 中楼层(共22层)  | 暂无数据
交投置地·上河湾一期,川东北金融中心,2室2厅 | 75平米 | 东南 | 其他 | 中楼层(共32层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 88平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼
恒河嘉陵江东岸,川东北金融中心,2室2厅 | 71平米 | 东南 | 其他 | 高楼层(共31层)  | 塔楼
華羅理想中心,王府井,1室0厅 | 48平米 | 西 | 简装 | 低楼层(共24层)  | 塔楼
青松蓝天,安汉广场,2室1厅 | 86平米 | 东南 | 其他 | 中楼层(共6层)  | 板塔结合
七星家园,高坪周边,1室1厅 | 55平米 | 东南 | 简装 | 高楼层(共5层)  | 暂无数据
碧水雲天,安汉广场,2室2厅 | 83平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼
新东豪园二区,安汉广场,2室2厅 | 80平米 | 南 | 简装 | 低楼层(共18层)  | 塔楼
春风紫金港,川东北金融中心,2室1厅 | 86平米 | 东 | 精装 | 高楼层(共26层)  | 塔楼
新东豪园二区,安汉广场,3室2厅 | 104平米 | 东南 | 其他 | 低楼层(共18层)  | 塔楼
春风紫金港,川东北金融中心,2室1厅 | 85.87平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
友合東方逸景A区,安汉广场,2室1厅 | 88平米 | 东南 南 | 简装 | 高楼层(共7层)  | 板楼
天來豪庭,江东大道,2室1厅 | 68平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼
新东豪园二区,安汉广场,2室2厅 | 80平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼
交投置地·上河湾一期,川东北金融中心,2室1厅 | 75平米 | 东南 | 其他 | 高楼层(共32层)  | 塔楼
碧水雲天,安汉广场,2室2厅 | 85平米 | 东南 | 其他 | 中楼层(共18层)  | 塔楼
上上城小区,安汉广场,2室2厅 | 91平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼
阳春家园,王府井,3室1厅 | 116平米 | 东南 | 简装 | 低楼层(共8层)  | 板塔结合
建设路4号,安汉广场,2室2厅 | 55平米 | 东南 南 | 其他 | 中楼层(共7层)  | 板楼
友合东方逸景B区,安汉广场,1室1厅 | 30.48平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据
新东豪园二区,安汉广场,2室2厅 | 85平米 | 东 | 其他 | 中楼层(共6层)  | 塔楼
东南明珠,川东北金融中心,2室2厅 | 82平米 | 东南 | 其他 | 低楼层(共18层)  | 暂无数据
新东豪园二区,安汉广场,2室2厅 | 75平米 | 东南 | 简装 | 低楼层(共18层)  | 板塔结合
万科金润华府,川东北金融中心,2室1厅 | 76平米 | 东南 | 其他 | 低楼层(共26层)  | 塔楼
建设路4号,安汉广场,2室2厅 | 55平米 | 东南 南 | 其他 | 中楼层(共7层)  | 板楼
万科金润华府,川东北金融中心,2室2厅 | 76.88平米 | 东南 | 其他 | 中楼层(共34层)  | 塔楼
东南明珠,川东北金融中心,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
东南明珠,川东北金融中心,2室2厅 | 82平米 | 东南 | 其他 | 低楼层(共18层)  | 暂无数据
东南明珠,川东北金融中心,2室1厅 | 85平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据
新东豪园二区,安汉广场,2室2厅 | 85平米 | 东 | 其他 | 中楼层(共6层)  | 塔楼
友合东方逸景B区,安汉广场,1室1厅 | 30.48平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据
上上城小区,安汉广场,2室2厅 | 89平米 | 东南 | 简装 | 低楼层(共7层)  | 板楼
华诺国际一区,王府井,2室2厅 | 81平米 | 东南 | 其他 | 中楼层(共18层)  | 塔楼
天來豪庭,江东大道,2室2厅 | 86平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼
景秀东方一期,安汉广场,2室1厅 | 99.89平米 | 东南 | 其他 | 中楼层(共5层)  | 暂无数据
天誉珑城,江东大道,2室2厅 | 70.22平米 | 东南 | 其他 | 低楼层(共27层)  | 暂无数据
阳光江山金岸小区,江东大道,3室2厅 | 73平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
华诺国际三区,王府井,3室2厅 | 89.85平米 | 东南 | 其他 | 高楼层(共18层)  | 板塔结合
华诺国际三区,王府井,2室2厅 | 71平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合
鹤鸣西路48号,王府井,2室1厅 | 80平米 | 东南 | 毛坯 | 高楼层(共7层)  | 暂无数据
友合东方逸景B区,安汉广场,2室2厅 | 87平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
新东豪园二区,安汉广场,2室2厅 | 80平米 | 东南 | 其他 | 高楼层(共18层)  | 塔楼
恒河嘉陵江东岸,川东北金融中心,2室1厅 | 73.56平米 | 西北 | 精装 | 低楼层(共31层)  | 塔楼
华诺国际一区,王府井,2室2厅 | 70.79平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼
新东豪园二区,安汉广场,2室2厅 | 82平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合
幸福里,江东大道,3室2厅 | 96平米 | 东南 | 毛坯 | 高楼层(共19层)  | 暂无数据
仙鹤街187号,王府井,1室0厅 | 46.87平米 | 南 | 其他 | 低楼层(共1层)  | 暂无数据
华诺国际一区,王府井,2室2厅 | 85.5平米 | 西南 | 精装 | 高楼层(共18层)  | 塔楼
吉顺街49号,王府井,2室1厅 | 59.04平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼
阳春山水人家,安汉广场,5室2厅 | 158平米 | 西 | 精装 | 高楼层(共7层)  | 板楼
王府井绿洲郡,安汉广场,3室2厅 | 112平米 | 东南 | 其他 | 低楼层(共9层)  | 暂无数据
幸福里,江东大道,3室1厅 | 98平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼
鹤鸣东路166号,王府井,3室2厅 | 127平米 | 东南 | 简装 | 中楼层(共8层)  | 板塔结合
友豪公寓,安汉广场,1室1厅 | 28平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼
滨江阳光,江东大道,5室2厅 | 240平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板塔结合
逸合山语城,江东大道,4室2厅 | 120平米 | 东南 | 精装 | 低楼层(共6层)  | 板塔结合
滨江阳光,江东大道,4室2厅 | 172.87平米 | 东南 | 毛坯 | 低楼层(共17层)  | 塔楼
新东豪园二区,安汉广场,2室2厅 | 82平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合
华佳小区,安汉广场,4室2厅 | 145平米 | 西南 | 其他 | 高楼层(共8层)  | 板楼
天來豪庭,江东大道,3室2厅 | 118平米 | 西南 | 其他 | 低楼层(共33层)  | 塔楼
東華源,安汉广场,4室2厅 | 180平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据
泰合慢城八岛,江东大道,4室2厅 | 126平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据
万科金润华府,川东北金融中心,2室1厅 | 76.76平米 | 东南 | 其他 | 低楼层(共34层)  | 塔楼
青莲路101号,江东大道,3室2厅 | 114.88平米 | 南 北 | 毛坯 | 高楼层(共4层)  | 暂无数据
观澜尚郡,江东大道,3室2厅 | 111平米 | 东南 | 简装 | 低楼层(共18层)  | 塔楼
上上城小区,安汉广场,2室2厅 | 83平米 | 南 | 简装 | 高楼层(共6层)  | 板楼
鹤鸣路590号,川东北金融中心,3室2厅 | 116.27平米 | 东南 南 | 简装 | 低楼层(共8层)  | 暂无数据
逸合山语城,江东大道,4室1厅 | 129.73平米 | 南 | 毛坯 | 高楼层(共10层)  | 塔楼
江都华宸西苑,江东大道,3室2厅 | 107平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合
新东豪园二区,安汉广场,3室2厅 | 103平米 | 东南 南 | 简装 | 低楼层(共18层)  | 塔楼
天來豪庭,江东大道,3室2厅 | 127平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼
万科金润华府,川东北金融中心,3室2厅 | 94平米 | 东南 | 其他 | 中楼层(共35层)  | 塔楼
阳光江山金岸小区,江东大道,3室2厅 | 72.87平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
环塔路11号,王府井,3室2厅 | 88平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据
阳光天朗,安汉广场,3室2厅 | 82.5平米 | 东南 | 其他 | 高楼层(共27层)  | 暂无数据
江東名居,安汉广场,3室2厅 | 108.8平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
阳光中心城,江东大道,3室2厅 | 83.81平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼
普乐新村,王府井,3室2厅 | 121平米 | 南 | 简装 | 低楼层(共8层)  | 板楼
中南春江阅,江东大道,3室2厅 | 99.34平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据
江东华府,江东大道,3室2厅 | 93.37平米 | 西北 | 精装 | 高楼层(共26层)  | 塔楼
万科·金润华府三期,川东北金融中心,3室1厅 | 84平米 | 东南 | 简装 | 高楼层(共33层)  | 暂无数据
锦通紫薇花园,江东大道,4室1厅 | 120平米 | 北 | 精装 | 低楼层(共6层)  | 塔楼
逸合山语城,江东大道,7室1厅 | 158.19平米 | 南 | 毛坯 | 3层  | 塔楼 | 联排别墅
水映兰庭,安汉广场,3室1厅 | 130.29平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
交投置地上河湾三期,川东北金融中心,3室2厅 | 112.26平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼
和平小区,川东北金融中心,3室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼
中南春江阅,江东大道,3室1厅 | 84.14平米 | 东南 南 | 毛坯 | 高楼层(共27层)  | 塔楼
万科·金润华府三期,川东北金融中心,4室2厅 | 122平米 | 东 东南 | 精装 | 中楼层(共32层)  | 板塔结合
蝶院,江东大道,4室1厅 | 133.3平米 | 东南 南 | 精装 | 高楼层(共6层)  | 暂无数据
华诺国际一区,王府井,3室2厅 | 93平米 | 西南 | 精装 | 高楼层(共18层)  | 塔楼
東華源,安汉广场,5室3厅 | 244平米 | 西南 | 毛坯 | 高楼层(共4层)  | 暂无数据
电力小区,王府井,2室1厅 | 60平米 | 东南 | 简装 | 中楼层(共5层)  | 暂无数据
阳光天朗,安汉广场,3室2厅 | 80.3平米 | 东南 | 精装 | 低楼层(共27层)  | 塔楼
鸿升凯旋天地,江东大道,3室2厅 | 95平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据
中南漫悦湾二期,都京坝,3室2厅 | 86平米 | 东南 | 其他 | 低楼层(共34层)  | 塔楼
华诺国际三区,王府井,2室1厅 | 89.85平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合
华诺国际三区,王府井,3室1厅 | 99.77平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合
万科·金润华府三期,川东北金融中心,3室2厅 | 91.47平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
鸿通雍河湾,江东大道,3室2厅 | 84.5平米 | 东南 | 其他 | 中楼层(共28层)  | 板楼
阳光中心城,江东大道,3室2厅 | 80平米 | 东南 | 其他 | 高楼层(共30层)  | 暂无数据
天來豪庭,江东大道,2室2厅 | 97平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼
江东帝景B区,江东大道,3室2厅 | 97平米 | 东南 | 其他 | 低楼层(共12层)  | 暂无数据
天來豪庭,江东大道,2室1厅 | 76平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼
金水岸·玉泽苑,王府井,3室2厅 | 106平米 | 东 | 其他 | 中楼层(共6层)  | 暂无数据
中南原山名邸,江东大道,3室2厅 | 85平米 | 东 西南 | 其他 | 高楼层(共27层)  | 暂无数据
友豪公寓,安汉广场,1室1厅 | 41平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
江东华府,江东大道,3室2厅 | 93.43平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
江东华府,江东大道,3室2厅 | 93.3平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼
馨河怡景,安汉广场,3室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共25层)  | 塔楼
交投置地上河湾二期,川东北金融中心,4室2厅 | 138平米 | 东南 | 其他 | 中楼层(共29层)  | 塔楼
河东嘉园,川东北金融中心,3室2厅 | 110平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据
恒河嘉陵江东岸,川东北金融中心,2室2厅 | 70.91平米 | 东南 | 精装 | 中楼层(共31层)  | 塔楼
馨河怡景,安汉广场,3室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共25层)  | 塔楼
中南原山名邸,江东大道,3室2厅 | 85平米 | 南 | 其他 | 中楼层(共27层)  | 暂无数据
东方国际社区,安汉广场,4室2厅 | 149平米 | 南 北 | 精装 | 高楼层(共5层)  | 塔楼
阳光天朗,安汉广场,3室2厅 | 82.38平米 | 东南 南 | 其他 | 高楼层(共27层)  | 暂无数据
仙鹤巷3号,王府井,3室2厅 | 103.33平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼
阳光江山公园城,江东大道,3室2厅 | 84.78平米 | 东南 | 毛坯 | 中楼层(共31层)  | 暂无数据
天誉珑城,江东大道,3室2厅 | 88平米 | 东南 | 其他 | 低楼层(共27层)  | 暂无数据
江都华宸东苑,江东大道,2室1厅 | 70平米 | 南 北 | 精装 | 中楼层(共30层)  | 塔楼
中南原山名邸,江东大道,3室2厅 | 77平米 | 西北 | 其他 | 高楼层(共21层)  | 暂无数据
天來豪庭,江东大道,3室2厅 | 117平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼
友豪公寓,安汉广场,1室1厅 | 30平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼
馨河怡景,安汉广场,3室2厅 | 96.07平米 | 东南 南 | 其他 | 中楼层(共25层)  | 塔楼
江都华宸西苑,江东大道,3室1厅 | 108平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据
逸合山语城,江东大道,3室2厅 | 108平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据
清溪河畔,安汉广场,3室2厅 | 94.12平米 | 东 | 其他 | 高楼层(共6层)  | 暂无数据
新东豪园二区,安汉广场,5室2厅 | 160平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
东方国际社区,安汉广场,2室2厅 | 80平米 | 东南 南 西南 | 其他 | 高楼层(共18层)  | 塔楼
東華源,安汉广场,4室2厅 | 179.66平米 | 东南 南 | 其他 | 低楼层(共4层)  | 暂无数据
交投置地上河湾二期,川东北金融中心,3室2厅 | 91.5平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼
望鹤路一段143号,王府井,2室1厅 | 65.46平米 | 东南 | 简装 | 中楼层(共5层)  | 暂无数据
交投置地上河湾三期,川东北金融中心,3室2厅 | 110.3平米 | 东南 | 其他 | 中楼层(共29层)  | 塔楼
鸿升凯旋门,安汉广场,3室2厅 | 103.11平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼
东方国际社区,安汉广场,3室2厅 | 123平米 | 南 | 其他 | 中楼层(共5层)  | 塔楼
滨江阳光,江东大道,4室2厅 | 177平米 | 东南 | 精装 | 中楼层(共17层)  | 板塔结合
鸿升凯旋天地,江东大道,3室2厅 | 108平米 | 东南 | 毛坯 | 低楼层(共30层)  | 塔楼
信智城,江东大道,3室2厅 | 97平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼
信智城,江东大道,3室2厅 | 86.35平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼
阳光中心城,江东大道,3室2厅 | 98平米 | 西南 | 毛坯 | 高楼层(共10层)  | 板楼
信智城,江东大道,4室2厅 | 101.4平米 | 东南 | 毛坯 | 高楼层(共32层)  | 塔楼
欧亚尚城,小龙,3室2厅 | 99.98平米 | 东南 | 毛坯 | 中楼层(共6层)  | 暂无数据
欧亚尚城,小龙,3室2厅 | 99.98平米 | 东南 | 毛坯 | 中楼层(共6层)  | 暂无数据
江都华宸西苑,江东大道,3室1厅 | 105.5平米 | 东南 | 精装 | 中楼层(共11层)  | 暂无数据
天誉珑城,江东大道,3室2厅 | 102平米 | 东南 | 其他 | 高楼层(共27层)  | 暂无数据
阳光天朗,安汉广场,3室2厅 | 84平米 | 东南 | 其他 | 高楼层(共27层)  | 塔楼
鑫隆小区,王府井,2室2厅 | 65平米 | 东 | 简装 | 高楼层(共7层)  | 板塔结合
江东华府,江东大道,2室1厅 | 79平米 | 东南 | 其他 | 低楼层(共25层)  | 塔楼
中南漫悦湾二期,都京坝,3室2厅 | 85平米 | 东南 | 毛坯 | 中楼层(共34层)  | 板塔结合
普乐新村,王府井,4室2厅 | 160平米 | 东南 | 简装 | 高楼层(共7层)  | 暂无数据
泰合慢城八岛,江东大道,3室2厅 | 104.24平米 | 东 | 精装 | 低楼层(共9层)  | 暂无数据
禾瑞源,都京坝,3室2厅 | 116平米 | 东南 | 毛坯 | 高楼层(共29层)  | 暂无数据
华佳小区,安汉广场,2室2厅 | 70平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据
中南原山名邸,江东大道,3室2厅 | 85平米 | 东南 | 毛坯 | 低楼层(共27层)  | 暂无数据
天誉珑城,江东大道,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共29层)  | 暂无数据
紫菀小区,安汉广场,4室2厅 | 81平米 | 西南 南 | 其他 | 中楼层(共5层)  | 暂无数据
丰荣翡翠澜庭,江东大道,3室2厅 | 87.33平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据
万科金润华府,川东北金融中心,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共5层)  | 塔楼
中南漫悦湾一期,都京坝,3室2厅 | 97平米 | 东南 | 毛坯 | 中楼层(共33层)  | 塔楼
逸合山语城,江东大道,2室1厅 | 73.7平米 | 东南 | 精装 | 低楼层(共11层)  | 塔楼
明信水印长滩,江东大道,4室2厅 | 119平米 | 东南 | 毛坯 | 中楼层(共10层)  | 暂无数据
交投置地上河湾三期,川东北金融中心,3室2厅 | 91.08平米 | 东 西 | 毛坯 | 高楼层(共32层)  | 塔楼
江东华府,江东大道,3室2厅 | 109平米 | 东南 | 毛坯 | 低楼层(共27层)  | 塔楼
逸合山语城,江东大道,3室2厅 | 118平米 | 东 | 毛坯 | 低楼层(共6层)  | 暂无数据
中南春江阅,江东大道,3室2厅 | 85平米 | 东南 | 毛坯 | 低楼层(共30层)  | 塔楼
阳光江山公园城,江东大道,3室2厅 | 84平米 | 东南 | 毛坯 | 低楼层(共30层)  | 暂无数据
蝶院,江东大道,3室2厅 | 89平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼
阳光江山公园城,江东大道,3室2厅 | 83.5平米 | 东南 | 毛坯 | 低楼层(共31层)  | 塔楼
东航首座,江东大道,3室2厅 | 80.71平米 | 东南 | 简装 | 中楼层(共15层)  | 暂无数据
碧水雲天,安汉广场,3室2厅 | 128.97平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据
蝶院,江东大道,2室2厅 | 75平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼
阳光中心城,江东大道,3室1厅 | 88平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 塔楼
鸿升凯旋天地,江东大道,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据
